area_type,availability,location,size,total_sqft,bath,balcony,price,Distance_to_nearest_MRT_station_m
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1282.0,2.0,1.0,48.72,1012.02
Built-up  Area,18-Apr,Banashankari Stage III,2 BHK,1304.0,2.0,0.0,111.0,7061.6
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,2100.0,3.0,2.0,200.0,3808.07
Built-up  Area,Ready To Move,Jakkur,3 BHK,1220.0,2.0,2.0,49.0,5241.27
Super built-up  Area,Ready To Move,Budigere,3 BHK,1636.0,3.0,2.0,85.0,6010.76
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1415.0,3.0,1.0,65.0,2375.81
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1728.0,3.0,2.0,125.0,5355.15
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1680.0,3.0,3.0,125.0,2422.42
Super built-up  Area,19-Dec,Venkatapura,2 BHK,1235.0,2.0,1.0,140.0,5192.27
Plot  Area,18-May,Yelachenahalli,4 Bedroom,900.0,2.0,1.0,115.0,389.42
Built-up  Area,Ready To Move,Yelahanka,4 Bedroom,3990.0,4.0,1.0,260.0,1882.3
Built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1495.0,2.0,2.0,83.0,5780.31
Plot  Area,Ready To Move,Hennur Road,5 Bedroom,1500.0,5.0,1.0,175.0,4716.96
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,2501.0,3.0,3.0,138.0,524.2
Carpet  Area,20-Dec,Kanakpura Road,1 BHK,381.0,1.0,0.0,28.0,1184.64
Super built-up  Area,19-Mar,Gopalapura,4 BHK,3301.8,5.0,2.0,570.0,8210.93
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,2002.0,3.0,2.0,120.0,9798.54
Built-up  Area,17-Mar,Meenakunte,3 Bedroom,3200.0,3.0,0.0,260.0,6066.24
Plot  Area,Ready To Move,Banjara Layout,2 Bedroom,1200.0,2.0,2.0,70.0,9027.23
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,1500.0,3.0,0.0,235.0,1479.04
Plot  Area,17-Sep,Bommasandra,3 Bedroom,1942.0,3.0,2.0,90.0,4100.65
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1522.5,2.0,2.0,60.75,1628.75
Built-up  Area,Ready To Move,Thyagaraja Nagar,1 Bedroom,660.0,1.0,0.0,95.0,6594.04
Plot  Area,Ready To Move,Banashankari Stage III,4 Bedroom,1200.0,6.0,2.0,170.0,7554.25
Built-up  Area,Ready To Move,Basavanna Nagar,3 BHK,1450.0,3.0,2.0,90.0,9227.81
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1039.0,2.0,1.0,50.0,1328.52
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,1210.0,2.0,1.0,80.0,9308.24
Super built-up  Area,Ready To Move,Attibele,2 BHK,995.0,1.0,1.0,24.88,6252.01
Built-up  Area,Ready To Move,Yelahanka,3 BHK,1620.0,3.0,2.0,90.0,1386.33
Built-up  Area,Ready To Move,Choodasandra,3 Bedroom,3204.0,4.0,3.0,395.0,5809.67
Built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,3408.0,3.0,3.0,260.0,5279.07
Built-up  Area,Ready To Move,Marathahalli,2 BHK,1314.0,2.0,3.0,55.0,1980.32
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,945.0,2.0,1.0,33.0,3334.7
Built-up  Area,Ready To Move,Nehru Nagar,3 BHK,1374.0,3.0,2.0,72.0,3306.93
Built-up  Area,19-Jan,Kanakpura Road,3 BHK,1603.0,3.0,3.0,113.0,1191.95
Built-up  Area,Ready To Move,Kengeri,3 BHK,1230.0,2.0,2.0,52.0,1547.98
Super built-up  Area,Ready To Move,Basavangudi,1 RK,670.0,1.0,1.0,50.0,3394.33
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,1864.0,3.0,2.0,105.0,828.66
Built-up  Area,18-Jan,Hosa Road,3 Bedroom,2500.0,3.0,2.0,100.0,6150.17
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1625.0,2.0,2.0,54.0,2665.38
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1186.0,2.0,3.0,55.0,1325.96
Plot  Area,Ready To Move,KR Puram,8 Bedroom,1500.0,7.0,2.0,382.0,1115.23
Super built-up  Area,Ready To Move,Electronic City,2 BHK,770.0,1.0,1.0,39.9,997.66
Super built-up  Area,18-Feb,Varthur,2 BHK,1085.0,2.0,1.0,45.0,3378.29
Super built-up  Area,Ready To Move,Dairy Circle,4 BHK,3754.0,6.0,2.0,480.0,6602.0
Super built-up  Area,Ready To Move,Dodsworth Layout,3 BHK,1893.0,3.0,2.0,115.0,4401.08
Plot  Area,Ready To Move,Thurahalli,4 Bedroom,600.0,3.0,2.0,65.0,5237.13
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,1496.0,2.0,3.0,78.0,3183.62
Super built-up  Area,18-Jul,Chandapura,3 BHK,1305.0,3.0,1.0,33.28,4216.69
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1550.0,2.0,2.0,82.0,976.94
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1200.0,2.0,1.0,58.17,887.89
Super built-up  Area,20-Jan,Badavala Nagar,3 BHK,1494.0,2.0,2.0,94.55,8686.22
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1286.0,2.0,2.0,69.0,1702.89
Plot  Area,Ready To Move,"Banashankari 6th stage , 2nd block",3 Bedroom,600.0,4.0,1.0,100.0,8273.19
Super built-up  Area,Ready To Move,Hebbal,3 BHK,1860.0,3.0,2.0,95.0,1659.59
Built-up  Area,Ready To Move,Raghuvanahalli,1 BHK,425.0,1.0,1.0,750.0,7685.7
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1243.0,2.0,2.0,45.0,1372.39
Super built-up  Area,Ready To Move,Brookefield,2 BHK,1200.0,2.0,2.0,75.0,1570.73
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,1044.0,2.0,2.0,32.0,846.03
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1040.0,2.0,1.0,41.59,3242.93
Super built-up  Area,18-Jun,8th Phase JP Nagar,2 BHK,1125.0,2.0,2.0,36.94,8445.14
Super built-up  Area,19-Jul,Cunningham Road,3 BHK,3489.0,3.0,1.0,662.0,6502.51
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,1278.0,2.0,2.0,59.0,5502.59
Super built-up  Area,Ready To Move,Chelekare,6 BHK,2400.0,6.0,2.0,98.0,4941.99
Super built-up  Area,Ready To Move,Belatur,2 BHK,1250.0,2.0,1.0,43.0,7499.61
Plot  Area,Ready To Move,Vijayanagar,5 Bedroom,2400.0,6.0,3.0,125.0,3385.6
Plot  Area,Ready To Move,KR Puram,5 Bedroom,4166.0,5.0,2.0,560.0,1845.16
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,1210.0,2.0,2.0,75.0,2684.67
Super built-up  Area,Ready To Move,8th Phase JP Nagar,4 BHK,1200.0,3.0,2.0,110.0,8388.41
Super built-up  Area,18-Apr,Sarjapur  Road,3 BHK,1157.0,2.0,1.0,57.84,1473.63
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1185.0,2.0,1.0,51.15,3765.67
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,1450.0,3.0,3.0,100.0,6694.68
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,1859.0,3.0,2.0,121.0,6623.41
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,1763.0,3.0,2.0,262.0,588.94
Super built-up  Area,17-Sep,Attibele,2 BHK,900.0,1.0,1.0,25.0,6247.95
Super built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,1305.0,3.0,1.0,60.0,1957.63
Built-up  Area,Ready To Move,Srirampuram,3 BHK,1200.0,2.0,2.0,100.0,3514.94
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,784.0,1.0,0.0,35.285,864.12
Plot  Area,Immediate Possession,Kasavanhalli,2 BHK,5000.0,2.0,2.0,400.0,9562.85
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1150.0,2.0,0.0,36.8,1435.85
Built-up  Area,Ready To Move,Whitefield,3 BHK,1806.0,3.0,3.0,85.0,1537.88
Super built-up  Area,Ready To Move,Kudlu,2 BHK,1027.0,2.0,2.0,42.0,6376.97
Super built-up  Area,19-Jul,Uttarahalli,2 BHK,1002.0,2.0,1.0,40.08,912.39
Super built-up  Area,18-Apr,Electronic City Phase II,3 BHK,1220.0,2.0,1.0,36.21,1721.71
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1109.0,2.0,1.0,35.22,1696.67
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1002.0,2.0,1.0,40.08,1174.04
Super built-up  Area,Ready To Move,Narayanapura,2 BHK,1308.0,2.0,1.0,89.04,5143.67
Super built-up  Area,19-Mar,Hennur Road,2 BHK,1232.0,2.0,1.0,69.6,8864.89
Super built-up  Area,18-Apr,Haralur Road,2 BHK,1027.0,2.0,2.0,44.0,886.83
Built-up  Area,Ready To Move,Kalyan nagar,2 BHK,1250.0,2.0,2.0,65.0,9167.74
Plot  Area,Ready To Move,2nd Phase JP Nagar,6 Bedroom,900.0,6.0,3.0,170.0,4796.63
Plot  Area,Ready To Move,KR Puram,4 Bedroom,960.0,4.0,2.0,80.0,1511.58
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1255.0,2.0,1.0,53.87,3871.99
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1434.0,3.0,3.0,84.0,7746.86
Built-up  Area,Ready To Move,Doddathoguru,2 BHK,925.0,2.0,2.0,30.0,2828.86
Super built-up  Area,19-Dec,Jakkur,3 BHK,1858.0,3.0,1.0,123.0,7826.74
Built-up  Area,Ready To Move,Jakkuru Layout,2 BHK,1205.0,2.0,1.0,70.0,5407.86
Plot  Area,18-Jul,Nelamangala,3 Bedroom,1500.0,3.0,2.0,90.0,4940.81
Plot  Area,Ready To Move,Nagawara Junction,3 Bedroom,1200.0,3.0,2.0,200.0,9976.78
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,1020.0,2.0,2.0,48.95,1700.95
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,965.0,2.0,1.0,56.0,1573.66
Plot  Area,Ready To Move,7th Phase JP Nagar,5 Bedroom,1800.0,6.0,3.0,270.0,2710.58
Plot  Area,Ready To Move,Hoysalanagar,6 Bedroom,1200.0,4.0,2.0,90.0,3344.13
Super built-up  Area,Ready To Move,Battarahalli,2 BHK,1636.0,2.0,2.0,82.89,3217.4
Super built-up  Area,18-Dec,Kundalahalli,3 BHK,1724.0,3.0,1.0,125.0,3108.36
Super built-up  Area,18-Oct,Whitefield,2 BHK,1216.0,2.0,1.0,67.0,1714.44
Super built-up  Area,18-Feb,Yelahanka,1 BHK,654.0,1.0,1.0,36.25,1444.86
Built-up  Area,Ready To Move,Chikkabanavar,4 Bedroom,2460.0,7.0,2.0,80.0,8885.5
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,2 BHK,1190.0,2.0,2.0,41.0,3233.99
Plot  Area,Ready To Move,Tavarekere,7 Bedroom,1200.0,5.0,2.0,180.0,5567.26
Super built-up  Area,Ready To Move,Budigere,3 BHK,1636.0,3.0,2.0,92.0,4711.21
Super built-up  Area,18-Dec,Hennur Road,2 BHK,1195.0,2.0,2.0,73.0,6130.91
Super built-up  Area,Ready To Move,Nagavara,3 BHK,2400.0,3.0,3.0,251.0,886.85
Super built-up  Area,Ready To Move,1st Block HRBR Layout,2 BHK,1250.0,2.0,1.0,67.0,9678.92
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1452.0,3.0,2.0,90.0,1067.91
Super built-up  Area,19-Dec,Thanisandra,3 BHK,1546.0,3.0,1.0,95.0,1906.77
Built-up  Area,Ready To Move,Sarjapur  Road,4 Bedroom,3385.5,6.0,0.0,142.0,1311.07
Plot  Area,Ready To Move,Indira Nagar,3 Bedroom,1440.0,3.0,1.0,275.0,9898.67
Plot  Area,Ready To Move,Naganathapura,2 Bedroom,2260.0,3.0,1.0,80.0,5662.18
Plot  Area,Ready To Move,Tavarekere,4 Bedroom,2700.0,3.0,2.0,90.0,9515.83
Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1475.0,2.0,2.0,171.0,3037.44
Built-up  Area,Ready To Move,JP Nagar,4 BHK,3000.0,3.0,2.0,150.0,674.12
Built-up  Area,Ready To Move,KG Halli,1 Bedroom,375.0,1.0,0.0,26.0,9321.35
Super built-up  Area,Ready To Move,Balagere,2 BHK,1007.0,2.0,1.0,66.0,3978.04
Super built-up  Area,Ready To Move,Cubbon Road,4 BHK,5422.0,6.0,2.0,1900.0,5972.01
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,1020.0,2.0,3.0,47.0,9535.75
Super built-up  Area,Ready To Move,Lavelle Road,2 BHK,1000.0,2.0,0.0,150.0,6796.71
Plot  Area,Ready To Move,Varanasi,2 Bedroom,800.0,3.0,1.0,59.5,6692.2
Plot  Area,Ready To Move,Geddalahalli,5 Bedroom,1200.0,3.0,2.0,95.0,3987.88
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1125.0,2.0,3.0,55.0,800.95
Plot  Area,Ready To Move,Kudlu Gate,9 Bedroom,1150.0,9.0,2.0,140.0,8670.98
Built-up  Area,Ready To Move,Kada Agrahara,3 BHK,909.0,2.0,1.0,43.0,3613.02
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,2850.0,5.0,0.0,240.0,1560.62
Super built-up  Area,Ready To Move,Dodsworth Layout,2 BHK,1400.0,2.0,3.0,85.0,9402.32
Super built-up  Area,Ready To Move,Kadugodi,2 BHK,1152.0,2.0,2.0,61.0,1050.38
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,958.0,2.0,1.0,34.49,7656.91
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1150.0,2.0,2.0,55.0,894.44
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,2990.0,5.0,1.0,173.0,7226.29
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1310.0,2.0,2.0,85.0,996.72
Super built-up  Area,Ready To Move,Hosur Road,3 BHK,1590.0,2.0,2.0,126.0,8151.67
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1645.0,3.0,2.0,110.0,5108.62
Built-up  Area,Ready To Move,Veerabhadra Nagar,3 Bedroom,1800.0,2.0,2.0,100.0,6243.74
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1795.0,3.0,2.0,150.0,1519.32
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1100.0,2.0,3.0,35.0,4198.91
Super built-up  Area,18-Nov,Thanisandra,1 BHK,777.0,1.0,0.0,38.535,1689.97
Super built-up  Area,Ready To Move,Kalkere,2 BHK,925.0,2.0,2.0,70.0,5118.48
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,1542.14,3.0,3.0,120.0,7636.6
Plot  Area,Ready To Move,Konanakunte,4 Bedroom,3746.0,6.0,1.0,375.0,4107.98
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1430.0,2.0,2.0,54.0,1625.74
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,1020.0,2.0,2.0,55.0,953.83
Plot  Area,Ready To Move,Ramamurthy Nagar Extension,4 Bedroom,750.0,2.0,1.0,42.0,5977.5
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1140.0,2.0,1.0,32.92,1096.65
Built-up  Area,Ready To Move,Anekal,3 BHK,967.0,2.0,1.0,45.0,6245.13
Super built-up  Area,19-Jun,Hebbal,4 BHK,2470.0,4.0,2.0,203.0,1114.44
Built-up  Area,Ready To Move,Maruthi Nagar,2 BHK,850.0,1.0,0.0,35.5,9172.02
Super built-up  Area,Ready To Move,Vidhyanagar Cross,2 BHK,1100.0,2.0,2.0,32.0,9242.74
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1697.0,3.0,2.0,110.0,1035.73
Super built-up  Area,Ready To Move,Varthur,2 BHK,1250.0,2.0,2.0,47.0,3227.69
Super built-up  Area,Ready To Move,Gottigere,2 BHK,1120.0,2.0,2.0,50.0,905.26
Plot  Area,Ready To Move,NRI Layout,4 Bedroom,1200.0,4.0,0.0,95.0,5740.76
Plot  Area,Ready To Move,Hennur Road,5 Bedroom,5100.0,6.0,3.0,375.0,7993.25
Plot  Area,Ready To Move,7th Block Jayanagar,4 Bedroom,2400.0,3.0,2.0,480.0,7615.96
Super built-up  Area,Ready To Move,Hebbal,2 BHK,1200.0,2.0,1.0,52.0,1549.64
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1100.0,2.0,1.0,44.0,2565.08
Super built-up  Area,Ready To Move,Devarachikkanahalli,3 BHK,1417.0,2.0,2.0,76.0,2756.05
Built-up  Area,Ready To Move,Thanisandra,3 BHK,1492.0,3.0,1.0,88.0,923.54
Super built-up  Area,22-Nov,Devanahalli,3 BHK,1498.0,3.0,3.0,79.15,6157.07
Built-up  Area,Ready To Move,Bellari Road,4 BHK,3500.0,2.0,1.0,350.0,6527.22
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,1010.0,2.0,1.0,48.27,3417.53
Super built-up  Area,Ready To Move,Hennur,2 BHK,1255.0,2.0,2.0,53.5,1098.73
Super built-up  Area,Ready To Move,Channasandra,2 BHK,1050.0,2.0,1.0,35.0,4973.31
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1847.0,3.0,2.0,125.0,5339.51
Super built-up  Area,18-May,1st Stage Indira Nagar,2 BHK,1200.0,2.0,2.0,55.0,3180.2
Super built-up  Area,Ready To Move,Bellandur,2 BHK,982.0,2.0,2.0,37.28,1209.26
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,2144.6,4.0,2.0,145.0,8623.13
Super built-up  Area,Ready To Move,Kengeri,2 BHK,750.0,2.0,1.0,36.5,1876.76
Super built-up  Area,Ready To Move,Electronic City,2 BHK,919.0,2.0,2.0,35.0,1421.86
Super built-up  Area,Ready To Move,Budigere,2 BHK,1087.0,2.0,1.0,54.3,5366.51
Built-up  Area,Ready To Move,Sunder Ram Shetty Nagar,3 BHK,1480.0,3.0,2.0,74.0,3215.77
Built-up  Area,Ready To Move,Tindlu,2 BHK,1180.0,2.0,2.0,52.0,9154.43
Super built-up  Area,Ready To Move,6th Block Jayanagar,3 BHK,2100.0,4.0,2.0,255.0,3091.07
Super built-up  Area,Ready To Move,Jigani,3 BHK,1221.0,3.0,2.0,65.0,6834.25
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1194.0,2.0,2.0,46.0,1387.06
Built-up  Area,Ready To Move,Thanisandra,3 BHK,2072.0,3.0,2.0,122.0,1210.32
Built-up  Area,18-Dec,Whitefield,3 BHK,1600.0,3.0,2.0,69.0,1909.06
Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,2200.0,3.0,2.0,98.0,3170.74
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,1640.0,3.0,3.0,220.0,590.71
Super built-up  Area,Ready To Move,Kaikondrahalli,2 BHK,1253.0,2.0,2.0,81.5,5646.8
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,1061.0,2.0,1.0,54.92,4535.24
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1950.0,3.0,2.0,115.0,1314.66
Built-up  Area,Ready To Move,Marathahalli,2 BHK,1250.0,2.0,2.0,68.0,1582.72
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1585.0,2.0,3.0,80.0,8089.92
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1452.0,3.0,3.0,60.98,800.86
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,1015.0,2.0,2.0,37.0,9557.97
Super built-up  Area,19-Aug,Begur Road,4 BHK,2464.5,6.0,0.0,118.0,997.43
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1125.0,2.0,2.0,56.8,1080.3
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1116.0,2.0,2.0,40.0,1116.17
Built-up  Area,Ready To Move,Kadarenahalli,1 Bedroom,400.0,1.0,0.0,35.0,3264.74
Super built-up  Area,Ready To Move,Kasavanhalli,4 BHK,4000.0,4.0,2.0,325.0,3861.36
Super built-up  Area,Ready To Move,Hebbal,4 BHK,3900.0,4.0,2.0,410.0,1983.62
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,1300.0,2.0,2.0,100.0,5206.52
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,1.0,60.42,2230.6
Super built-up  Area,Ready To Move,Punappa Layout,3 BHK,1310.0,2.0,1.0,55.0,3748.94
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2072.0,4.0,2.0,152.0,8036.22
Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1240.0,2.0,1.0,58.58,3709.14
Built-up  Area,Ready To Move,Chamrajpet,3 BHK,1565.0,3.0,2.0,98.91,4798.67
Super built-up  Area,Ready To Move,Budigere,3 BHK,1820.0,3.0,2.0,89.0,4062.73
Plot  Area,Ready To Move,Gubbalala,3 Bedroom,2500.0,3.0,1.0,88.0,4561.63
Plot  Area,Ready To Move,KR Puram,5 Bedroom,3657.0,5.0,2.0,310.0,867.82
Super built-up  Area,Ready To Move,Hosa Road,2 BHK,1245.0,2.0,1.0,62.0,3723.76
Super built-up  Area,Ready To Move,GM Palaya,3 BHK,1315.0,3.0,1.0,65.0,6020.56
Super built-up  Area,Ready To Move,Kenchenahalli,3 BHK,1410.0,2.0,2.0,73.0,4609.43
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,1375.0,2.0,1.0,60.0,6611.62
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,1299.0,2.0,2.0,95.0,4774.46
Super built-up  Area,Ready To Move,Pampa Extension,2 BHK,993.0,2.0,3.0,45.5,9583.76
Plot  Area,Ready To Move,Bommasandra Industrial Area,2 Bedroom,1200.0,3.0,0.0,45.0,9341.61
Super built-up  Area,Ready To Move,Lavelle Road,2 BHK,985.0,2.0,1.0,156.0,6967.64
Built-up  Area,Ready To Move,4th Block Koramangala,4 Bedroom,2400.0,5.0,3.0,180.0,5480.97
Super built-up  Area,18-Nov,Hebbal,3 BHK,1255.0,2.0,1.0,95.0,1257.38
Super built-up  Area,22-Jun,Hoodi,3 BHK,1655.0,3.0,2.0,131.0,5882.97
Super built-up  Area,18-Dec,Whitefield,4 BHK,2830.0,5.0,3.0,190.0,1673.1
Super built-up  Area,Ready To Move,Sector 1 HSR Layout,1 BHK,6000.0,1.0,1.0,276.0,6161.47
Built-up  Area,Ready To Move,Electronic City,2 BHK,550.0,1.0,1.0,15.0,1828.08
Super built-up  Area,Ready To Move,Balaji Gardens Layout,1 BHK,825.0,2.0,1.0,40.0,9608.66
Super built-up  Area,20-Aug,Begur Road,3 BHK,1634.0,3.0,1.0,111.0,1203.14
Plot  Area,Ready To Move,Kogilu,8 Bedroom,1200.0,6.0,3.0,105.0,3121.39
Super built-up  Area,Ready To Move,Banaswadi,2 BHK,1222.0,2.0,2.0,80.0,914.07
Super built-up  Area,Ready To Move,Gottigere,3 BHK,1500.0,3.0,2.0,63.0,1040.56
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1890.0,4.0,2.0,100.0,5894.26
Built-up  Area,Ready To Move,Hegde Nagar,4 Bedroom,3750.0,6.0,2.0,375.0,4443.42
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,850.0,1.0,1.0,39.5,1851.87
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1295.0,2.0,3.0,78.5,989.94
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1320.0,2.0,1.0,100.0,1346.79
Built-up  Area,Ready To Move,ISRO Layout,4 Bedroom,950.0,3.0,3.0,179.0,7239.89
Plot  Area,Ready To Move,Hebbal,4 Bedroom,1200.0,4.0,2.0,225.0,1630.24
Built-up  Area,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,3000.0,3.0,3.0,170.0,5681.49
Built-up  Area,Ready To Move,Harlur,2 BHK,1197.0,2.0,1.0,82.0,1842.92
Super built-up  Area,Ready To Move,Hoysalanagar,3 BHK,1320.0,2.0,3.0,60.0,6978.23
Plot  Area,Ready To Move,Billekahalli,5 Bedroom,1180.0,5.0,2.0,98.5,6076.55
Super built-up  Area,20-Dec,Whitefield,1 BHK,840.0,1.0,1.0,57.6,880.69
Super built-up  Area,20-Dec,Whitefield,1 BHK,640.0,1.0,0.0,19.83,1357.63
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1693.0,3.0,1.0,71.38,3641.47
Super built-up  Area,Ready To Move,Kodihalli,2 BHK,1000.0,2.0,1.0,62.0,7301.79
Built-up  Area,Ready To Move,Babusapalaya,2 BHK,1305.0,2.0,1.0,70.0,8825.14
Built-up  Area,Ready To Move,Kodichikkanahalli,1 BHK,450.0,1.0,1.0,18.0,6458.08
Super built-up  Area,Ready To Move,CV Raman Nagar,1 BHK,705.0,1.0,1.0,57.0,942.15
Super built-up  Area,Ready To Move,Ilyas Nagar,4 BHK,750.0,6.0,2.0,75.0,3095.48
Built-up  Area,Ready To Move,Tumkur Road,5 Bedroom,4800.0,5.0,2.0,150.0,2606.44
Built-up  Area,Ready To Move,Koramangala Industrial Layout,4 Bedroom,5000.0,5.0,2.0,600.0,7885.93
Plot  Area,Ready To Move,Gubbalala,4 Bedroom,5000.0,4.0,3.0,425.0,8531.82
Built-up  Area,18-Dec,Whitefield,3 BHK,1991.0,3.0,2.0,104.0,1154.9
Super built-up  Area,Ready To Move,Battarahalli,3 BHK,1779.0,3.0,2.0,90.0,6469.58
Plot  Area,Ready To Move,Whitefield,4 Bedroom,10200.0,4.0,1.0,1250.0,1305.34
Super built-up  Area,Ready To Move,Banaswadi,2 BHK,870.0,2.0,2.0,38.0,1292.63
Super built-up  Area,18-May,Thanisandra,3 BHK,1595.0,3.0,2.0,120.0,1077.62
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525.0,1.0,1.0,26.0,963.65
Plot  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,945.0,5.0,2.0,120.0,1036.03
Plot  Area,18-Apr,Basaveswarnagar,6 Bedroom,2400.0,4.0,2.0,420.0,3387.33
Super built-up  Area,18-Dec,Iblur Village,3 BHK,2000.0,4.0,2.0,138.0,4386.92
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1614.0,3.0,2.0,93.0,811.04
Super built-up  Area,Ready To Move,Gottigere,2 BHK,1200.0,2.0,3.0,40.0,1552.71
Built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1150.0,3.0,3.0,46.0,1179.65
Super built-up  Area,Ready To Move,Indira Nagar,4 BHK,3200.0,4.0,2.0,440.0,9812.01
Super built-up  Area,18-Dec,Sonnenahalli,3 BHK,1610.0,3.0,2.0,80.48,4356.02
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1190.0,2.0,2.0,41.0,1214.99
Super built-up  Area,Ready To Move,Kallumantapa,2 BHK,1050.0,2.0,2.0,50.0,5504.89
Plot  Area,Ready To Move,Vaishnavi Layout,4 Bedroom,4800.0,5.0,2.0,420.0,3059.16
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1460.0,2.0,1.0,97.0,3678.42
Super built-up  Area,Ready To Move,Jaymahal Road,3 BHK,3400.0,3.0,3.0,400.0,3223.96
